Location Title,Latitude {N+/S-},Longitude {E+/W-},TimeZone {+/- GMT},Elevation {m},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOCATION_Banja Luka_SR_BIH_ISD-TMYx_145420,44.783,17.217,1,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Design Conditions,Title of Design Condition,,Design Stat,ColdestMonth,DB996,DB990,DP996,HR_DP996,DB_DP996,DP990,HR_DP990,DB_DP990,WS004c,DB_WS004c,WS010c,DB_WS010c,WS_DB996,WD_DB996,Design Stat,HottestMonth,DBR,DB004,WB_DB004,DB010,WB_DB010,DB020,WB_DB020,WB004,DB_WB004,WB010,DB_WB010,WB020,DB_WB020,WS_DB004,WD_DB004,DP004,HR_DP004,DB_DP004,DP010,HR_DP010,DB_DP010,DP020,HR_DP020,DB_DP020,EN004,DB_EN004,EN010,DB_EN010,EN020,DB_EN020,#Hrs_8-4_&_DB-12.8/20.6,Design Stat,WS010,WS025,WS050,WBmax,DBmin_mean,DBmax_mean,DBmin_stddev,DBmax_stddev,DBmin05years,DBmax05years,DBmin10years,DBmax10years,DBmin20years,DBmax20years,DBmin50years,DBmax50years
,,,Units,{},{°C},{°C},{°C},{},{°C},{°C},{},{°C},{m/s},{°C},{m/s},{°C},{m/s},{deg},Units,{},{°C},{°C},{°C},{°C},{°C},{°C},{°C},{°C},{°C},{°C},{°C},{°C},{°C},{m/s},{deg},{°C},{},{°C},{°C},{},{°C},{°C},{},{°C},{kJ/kg},{°C},{kJ/kg},{°C},{kJ/kg},{°C},{},Units,{m/s},{m/s},{m/s},{°C},{°C},{°C},{°C},{°C},{°C},{°C},{°C},{°C},{°C},{°C},{°C},{°C}
1,Climate Design Data 2013 ASHRAE Handbook,,Heating,1,-11,-7.9,-13,1.2,-9.4,-10.3,1.6,-6.5,9.4,9.7,6.7,8.9,0.7,290,Cooling,7,12.5,34.5,22.1,32.7,21.9,31.2,21.3,23.7,31.6,22.7,30.6,21.8,29.6,2.2,20,21.1,16,28.1,20,15,26.9,19.2,14.2,25.5,71.4,31.7,67.4,30.5,64.2,29.9,864,Extremes,7.3,5.4,3.9,26.3,-15.3,37.5,4.5,2.1,-18.6,39,-21.2,40.2,-23.7,41.4,-27,42.9
Number of Typical/Extreme Periods,Period Name,Period Type,Period Start Day,Period End Day,<repeat to # periods>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Summer - Week Nearest Max Temperature For Period,Extreme,22-Jun,28-Jun,Summer - Week Nearest Average Temperature For Period,Typical,17-Aug,23-Aug,Winter - Week Nearest Min Temperature For Period,Extreme,27-Jan,2-Feb,Winter - Week Nearest Average Temperature For Period,Typical,17-Feb,23-Feb,Autumn - Week Nearest Average Temperature For Period,Typical,20-Oct,26-Oct,Spring - Week Nearest Average Temperature For Period,Typical,19-Apr,25-Apr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Ground Temperature Depths,Ground Temperature Depth {m},Soil Conductivity {W/m-K},Soil Density {kg/m3},Soil Specific Heat {J/kg-K},Jan {C},Feb{C},Mar {C},Apr {C},May {C},Jun {C},Jul {C},Aug {C},Sep {C},Oct {C},Nov {C},Dec {C},<repeat to Number of temperature depths>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.5,,,,2.98,2.06,3.7,6.26,12.98,18.16,21.65,22.72,20.9,16.88,11.51,6.52,2,,,,6.38,4.74,5.07,6.44,10.93,14.99,18.24,19.98,19.61,17.33,13.63,9.7,4,,,,9.2,7.51,7.14,7.65,10.2,12.93,15.44,17.19,17.59,16.61,14.43,11.77,,,,,,,,,,,,,,,,,,,,
Leap Year Observed?,Daylight Saving Start Date,Daylight Saving End Date,Number of Holidays,Holiday Name,Holiday Date,<repeat for # Holidays>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comment Line #1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCEI ISD - #years=[15] Period of Record=2003-2017; Jan=2005; Feb=2004; Mar=2008; Apr=2016; May=2013; Jun=2008; Jul=2016; Aug=2010; Sep=2013; Oct=2012; Nov=2008; Dec=2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comment Line #2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downloaded from Climate.Onebuilding.org -- Ground temps represent undisturbed earth temperatures - calculated from this weather data.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Data Periods [DP],Number of Intervals per Hour,DP Name/Description,DP Start Day of Week,DP Start Day, DP End Day,<repeat to # Data Periods>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,Data,Sunday,1-Jan,31-Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,HH:MM,Datasource,DryBulb {C},DewPoint {C},RelHum {%},Atmos Pressure {Pa},ExtHorzRad {Wh/m2},ExtDirRad {Wh/m2},HorzIRSky {Wh/m2},GloHorzRad {Wh/m2},DirNormRad {Wh/m2},DifHorzRad {Wh/m2},GloHorzIllum {lux},DirNormIllum {lux},DifHorzIllum {lux},ZenLum {Cd/m2},WindDir {deg},WindSpd {m/s},TotSkyCvr {.1},OpaqSkyCvr {.1},Visibility {km},Ceiling Hgt {m},PresWeathObs,PresWeathCodes,Precip Wtr {mm},Aerosol Opt Depth {.001},SnowDepth {cm},Days Last Snow,Albedo {.01},Rain {mm},Rain Quantity {hr},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,HH:MM,Datasource,Dry Bulb Temperature {C},Dew Point Temperature {C},Relative Humidity {%},Atmospheric Pressure {Pa},Extraterrestrial Horizontal Radiation {Wh/m2},Extraterrestrial Direct Normal Radiation {Wh/m2},Horizontal Infrared Radiation Intensity from Sky {Wh/m2},Global Horizontal Radiation {Wh/m2},Direct Normal Radiation {Wh/m2},Diffuse Horizontal Radiation {Wh/m2},Global Horizontal Illuminance {lux},Direct Normal Illuminance {lux},Diffuse Horizontal Illuminance {lux},Zenith Luminance {Cd/m2},Wind Direction {deg},Wind Speed {m/s},Total Sky Cover {.1},Opaque Sky Cover {.1},Visibility {km},Ceiling Height {m},Present Weather Observation,Present Weather Codes,Precipitable Water {mm},Aerosol Optical Depth {.001},Snow Depth {cm},Days Since Last Snow,Albedo {.01},Liquid Precipitation Depth {mm},Liquid Precipitation Quantity {hr},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2005,1:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,0.8,0.1,95,99122,0,0,290,0,0,0,0,0,0,0,237,0,10,10,666,77777,9,'999999999,0,0.085,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2005,2:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9?9*9*9*9*9,-1.8,-2.2,97,100971,0,0,277,0,0,0,0,0,0,0,59,0,10,10,100,15,0,'999999999,0,0.085,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2005,3:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,-1.9,-2.3,97,100930,0,0,276,0,0,0,0,0,0,0,116,0.3,10,10,733,15,9,'999999999,0,0.085,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2005,4:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,-2.1,-2.4,97,100890,0,0,276,0,0,0,0,0,0,0,86,0.7,10,10,1366,15,9,'999999999,0,0.085,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2005,5:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9,-2.2,-2.5,98,100850,0,0,275,0,0,0,0,0,0,0,290,1,10,10,2000,3600,0,'999999999,0,0.085,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2005,6:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,-2.4,-2.6,98,100849,0,0,274,0,0,0,0,0,0,0,185,0.7,10,10,2000,3600,9,'999999999,0,0.085,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2005,7:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,-2.5,-2.8,98,100848,0,0,274,0,0,0,0,0,0,0,33,0.3,10,10,2000,3600,9,'999999999,0,0.085,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2005,8:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9*9?9?9?9*9*9*9*9,-2.7,-2.9,98,100846,0,0,273,0,0,0,0,0,0,0,13,0,10,10,2000,3600,0,'999999999,0,0.085,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2005,9:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,-1.9,-2.2,98,100862,189,1298,277,24,0,24,2324,0,2340,912,145,0.3,10,10,2000,3600,9,'999999999,0,0.085,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2005,10:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,-1.2,-1.6,97,100877,355,1415,280,61,0,61,6008,0,6053,2367,353,0.7,10,10,2000,3600,9,'999999999,0,0.085,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2005,11:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9,-0.4,-0.9,96,100893,470,1415,284,90,0,90,8988,0,9059,3600,290,1,10,10,2000,3600,0,'999999999,0,0.085,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2005,12:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,0.5,-0.4,93,100880,527,1415,288,140,2,140,15784,131,15769,5246,339,1,10,10,2000,3600,9,'999999999,0,0.085,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2005,13:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,1.5,0.1,91,100867,521,1415,285,159,27,150,17785,1826,16766,5448,285,1,9,9,2000,3600,9,'999999999,0,0.085,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2005,14:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9,2.4,0.6,88,100854,453,1415,297,85,0,85,8508,0,8575,3402,160,1,10,10,2000,3600,0,'999999999,0,0.085,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2005,15:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,2.6,0.7,87,100844,328,1415,290,103,36,94,11301,1615,10413,3126,92,1,9,9,2000,3600,9,'999999999,0,0.085,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2005,16:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,2.8,0.8,86,100834,153,1415,285,34,0,34,3317,0,3339,1146,150,1,8,8,2000,3600,9,'999999999,0,0.085,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2005,17:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,3.1,0.9,86,100824,0,1027,286,0,0,0,0,0,0,0,10,1,8,8,2000,3600,9,'999999999,0,0.085,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2005,18:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,3.3,1,85,100814,0,0,287,0,0,0,0,0,0,0,21,1,8,8,2000,3600,9,'999999999,0,0.085,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2005,19:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,3.5,1.1,84,100804,0,0,288,0,0,0,0,0,0,0,104,1,8,8,2000,3600,9,'999999999,0,0.085,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2005,20:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9,3.7,1.2,84,100794,0,0,304,0,0,0,0,0,0,0,340,1,10,10,2000,750,0,'999999999,0,0.085,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2005,21:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,3.5,1.2,85,100776,0,0,288,0,0,0,0,0,0,0,274,0.7,8,8,2000,750,9,'999999999,0,0.085,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2005,22:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,3.3,1.2,86,100759,0,0,288,0,0,0,0,0,0,0,120,0.3,8,8,2000,750,9,'999999999,0,0.085,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2005,23:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9*9?9?9?9*9*9*9*9,3.1,1.2,87,100741,0,0,301,0,0,0,0,0,0,0,166,0,10,10,2000,1200,0,'999999999,0,0.085,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2005,24:00:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,2.1,0.5,89,101054,0,0,288,0,0,0,0,0,0,0,209,0.3,9,9,2000,1200,9,'999999999,0,0.085,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2005,1:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,1,-0.2,91,101367,0,0,283,0,0,0,0,0,0,0,192,0.7,9,9,2000,1200,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2005,2:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9*9?9?9*9*9*9*9*9,4.5,1.2,79,100525,0,0,307,0,0,0,0,0,0,0,339,0,10,10,2000,1200,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2005,3:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,2.8,0.4,84,100552,0,0,285,0,0,0,0,0,0,0,27,0.3,8,8,2666,1200,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2005,4:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,1,-0.4,90,100579,0,0,282,0,0,0,0,0,0,0,123,0.7,9,9,3333,1200,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2005,5:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9,-0.7,-1.2,96,100606,0,0,262,0,0,0,0,0,0,0,290,1,6,6,4000,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2005,6:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,-0.7,-1.2,96,100551,0,0,283,0,0,0,0,0,0,0,273,1,10,10,4000,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2005,7:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,-0.6,-1.2,95,100495,0,0,283,0,0,0,0,0,0,0,359,1,10,10,4000,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2005,8:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9,-0.6,-1.2,95,100440,0,0,262,0,0,0,0,0,0,0,360,1,6,6,4000,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2005,9:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,0.4,-0.7,92,100431,189,1297,280,34,0,34,3363,0,3386,1233,345,0.7,9,9,9333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2005,10:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,1.3,-0.1,90,100421,355,1415,284,100,9,97,11035,432,10824,3336,238,0.3,9,9,9333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2005,11:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9*9?9*9?9*9*9*9*9,2.3,0.4,87,100412,471,1415,275,250,338,137,27759,21821,15318,4860,3,0,6,6,9333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2005,12:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,5.1,0.9,74,100382,529,1415,287,284,332,159,31535,23545,17791,5714,308,0.3,6,6,9333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2005,13:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,8,1.5,63,100352,523,1415,297,313,492,131,35350,31551,14840,5002,241,0.7,5,5,9333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2005,14:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9*9,10.8,2,54,100322,456,1415,312,238,402,108,26846,22550,12274,4081,250,1,6,6,9333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2005,15:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,10.5,2,55,100258,331,1415,303,171,418,73,19214,15288,8240,2652,193,1.3,3,3,9333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2005,16:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,10.3,2,56,100194,157,1415,303,55,145,39,6112,0,4353,1274,47,1.7,3,3,9333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2005,17:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9*9,10,2,57,100131,0,1049,309,0,0,0,0,0,0,0,230,2,6,6,9333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2005,18:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,7.9,1.9,66,100130,0,0,297,0,0,0,0,0,0,0,57,1.7,5,5,9333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2005,19:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,5.9,1.9,75,100129,0,0,295,0,0,0,0,0,0,0,329,1.3,7,7,9333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2005,20:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9*9*9,3.8,1.8,87,100128,0,0,282,0,0,0,0,0,0,0,290,1,6,6,9333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2005,21:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,3.8,1.9,87,100180,0,0,297,0,0,0,0,0,0,0,45,1,9,9,9333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2005,22:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,3.7,1.9,88,100232,0,0,296,0,0,0,0,0,0,0,149,1,9,9,9333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2005,23:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9*9*9,3.7,2,89,100284,0,0,282,0,0,0,0,0,0,0,90,1,6,6,9333,1200,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2005,24:00:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,3.2,1.1,86,100683,0,0,287,0,0,0,0,0,0,0,52,1,8,8,9333,1200,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2005,1:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,2.7,0.3,84,101081,0,0,284,0,0,0,0,0,0,0,185,1,8,8,9333,1200,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2005,2:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,1.4,0,90,101141,0,0,285,0,0,0,0,0,0,0,113,1.5,9,9,9333,1200,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2005,3:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,1.5,0.2,91,101030,0,0,285,0,0,0,0,0,0,0,142,1.7,9,9,9333,1200,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2005,4:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,1.6,0.4,92,100920,0,0,286,0,0,0,0,0,0,0,85,1.8,9,9,9333,1200,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2005,5:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9*9*9,1.7,0.6,92,100810,0,0,273,0,0,0,0,0,0,0,160,2,6,6,9333,3600,0,'919999999,0,0.084,0,88,0.2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2005,6:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,1.7,0.7,93,100862,0,0,295,0,0,0,0,0,0,0,48,1.7,10,10,9333,3600,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2005,7:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,1.6,0.8,94,100914,0,0,294,0,0,0,0,0,0,0,135,1.3,10,10,9333,3600,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2005,8:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9*9*9,1.6,0.9,95,100966,0,0,273,0,0,0,0,0,0,0,340,1,6,6,9333,77777,0,'919999999,0,0.084,0,88,0.2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2005,9:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,1.8,1.2,96,101020,189,1298,296,24,0,24,2329,0,2345,915,146,1,10,10,9333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2005,10:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,2.1,1.5,96,101074,356,1415,297,61,0,61,6020,0,6066,2376,288,1,10,10,9333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2005,11:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9,2.3,1.8,96,101128,473,1415,276,250,321,143,27706,21061,15903,4990,340,1,6,6,4000,77777,0,'919999999,0,0.084,0,88,0.2,0.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2005,12:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,4.5,1.4,80,101087,530,1415,288,253,242,162,28102,17287,18081,5787,341,1,7,7,9333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2005,13:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,6.6,1,67,101046,526,1415,291,306,431,146,34255,29168,16380,5385,173,1,5,5,9333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
