Date,HH:MM,Datasource,DryBulb {C},DewPoint {C},RelHum {%},Atmos Pressure {Pa},ExtHorzRad {Wh/m2},ExtDirRad {Wh/m2},HorzIRSky {Wh/m2},GloHorzRad {Wh/m2},DirNormRad {Wh/m2},DifHorzRad {Wh/m2},GloHorzIllum {lux},DirNormIllum {lux},DifHorzIllum {lux},ZenLum {Cd/m2},WindDir {deg},WindSpd {m/s},TotSkyCvr {.1},OpaqSkyCvr {.1},Visibility {km},Ceiling Hgt {m},PresWeathObs,PresWeathCodes,Precip Wtr {mm},Aerosol Opt Depth {.001},SnowDepth {cm},Days Last Snow,Albedo {.01},Rain {mm},Rain Quantity {hr},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,HH:MM,Datasource,Dry Bulb Temperature {C},Dew Point Temperature {C},Relative Humidity {%},Atmospheric Pressure {Pa},Extraterrestrial Horizontal Radiation {Wh/m2},Extraterrestrial Direct Normal Radiation {Wh/m2},Horizontal Infrared Radiation Intensity from Sky {Wh/m2},Global Horizontal Radiation {Wh/m2},Direct Normal Radiation {Wh/m2},Diffuse Horizontal Radiation {Wh/m2},Global Horizontal Illuminance {lux},Direct Normal Illuminance {lux},Diffuse Horizontal Illuminance {lux},Zenith Luminance {Cd/m2},Wind Direction {deg},Wind Speed {m/s},Total Sky Cover {.1},Opaque Sky Cover {.1},Visibility {km},Ceiling Height {m},Present Weather Observation,Present Weather Codes,Precipitable Water {mm},Aerosol Optical Depth {.001},Snow Depth {cm},Days Since Last Snow,Albedo {.01},Liquid Precipitation Depth {mm},Liquid Precipitation Quantity {hr},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2013,21:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,20.9,9.5,48,98985,0,0,356,0,0,0,0,0,0,0,327,1,2,2,8000,1200,9,'999999999,0,0.191,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2013,22:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,19.1,9.6,54,99007,0,0,351,0,0,0,0,0,0,0,141,1,3,3,8000,1200,9,'999999999,0,0.191,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2013,23:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,17.4,9.7,61,99029,0,0,346,0,0,0,0,0,0,0,85,1,4,4,8000,1200,9,'999999999,0,0.191,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2013,24:00:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,15.7,9.8,68,99051,0,0,340,0,0,0,0,0,0,0,203,1,5,5,8000,1200,9,'999999999,0,0.191,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2013,1:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,13.9,9.9,77,99073,0,0,339,0,0,0,0,0,0,0,28,1,7,7,8000,1200,9,'999999999,0,0.192,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2013,2:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9*9,12.2,10,86,99095,0,0,322,0,0,0,0,0,0,0,340,1,4,4,8000,1200,9,'999999999,0,0.192,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2013,3:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,12.1,9.5,84,99055,0,0,335,0,0,0,0,0,0,0,255,1,8,8,8000,1200,9,'999999999,0,0.192,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2013,4:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,11.9,9,82,99015,0,0,334,0,0,0,0,0,0,0,223,1,8,8,8000,1200,9,'999999999,0,0.192,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2013,5:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9*9*9,11.8,8.5,80,98974,8,52,321,2,0,2,153,0,154,62,340,1,5,5,8000,8100,9,'999999999,0,0.192,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2013,6:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,12.5,8.7,77,98949,237,1336,331,68,25,63,7459,518,6986,2120,48,1,7,7,8000,8100,9,'999999999,0,0.192,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2013,7:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,13.2,8.8,75,98925,471,1336,334,211,190,144,23465,12078,16104,5187,308,1,7,7,8000,8100,9,'999999999,0,0.192,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2013,8:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9*9*9,13.9,9,72,98900,694,1336,331,416,452,181,47564,32548,20818,7566,340,1,5,5,8000,7500,9,'999999999,0,0.192,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2013,9:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9*9*9,17.1,8.3,56,98920,890,1336,348,549,453,247,63407,35775,28699,10857,200,1,6,6,8000,9000,9,'999999999,0,0.192,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2013,10:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9*9,20.6,10.9,54,98824,1046,1336,363,747,653,237,88590,47676,28190,11299,340,1,4,4,8000,9000,9,'999999999,0,0.192,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2013,11:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9*9*9,22.5,11.1,48,98786,1151,1336,378,762,497,334,89292,40129,39344,15056,340,1,6,6,8000,1200,9,'999999999,0,0.192,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2013,12:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9*9*9,23.4,11.7,48,98742,1199,1336,384,801,427,418,92809,37212,48757,17763,20,1,6,6,8000,1200,9,'999999999,0,0.192,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2013,13:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9*9*9,22.7,12,51,98767,1187,1336,381,790,428,410,91480,37049,47839,17487,360,1,6,6,8000,1200,0,'919999999,0,0.192,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2013,14:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9*9*9,21.6,8.3,42,98820,1114,1336,370,734,470,342,85488,39587,40081,15165,200,2,6,6,8000,1200,0,'919999999,0,0.192,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2013,15:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9*9*9,20.9,7.7,43,98786,986,1336,363,670,613,218,79337,45240,25913,10350,20,1,5,5,8000,1200,0,'919999999,0,0.192,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2013,16:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9*9*9,19.3,10.2,56,98747,811,1336,358,516,534,192,59909,38257,22382,8569,230,1,5,5,8000,1200,0,'919999999,0,0.192,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2013,17:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9*9?9*9?9*9*9*9*9,19,12.3,65,98725,602,1336,359,338,422,148,38532,27037,16950,6060,232,1,5,5,8000,1200,0,'919999999,0,0.192,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2013,18:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9*9,19,14.1,73,98696,373,1336,359,169,230,104,18672,10449,11607,3693,290,1,4,4,8000,1200,0,'919999999,0,0.192,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2013,19:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9*9,18.5,13.6,73,98663,139,1336,355,32,0,32,3138,0,3160,1092,340,1,4,4,8000,1200,0,'919999999,0,0.192,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2013,20:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9*9,18.2,13.6,75,98642,0,836,354,0,0,0,0,0,0,0,290,1,4,4,8000,1200,0,'919999999,0,0.192,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2013,21:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,17.3,13.2,77,98636,0,0,359,0,0,0,0,0,0,0,153,1,7,7,8000,1200,9,'999999999,0,0.192,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2013,22:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,16.3,12.9,80,98630,0,0,354,0,0,0,0,0,0,0,55,1,7,7,8000,1200,9,'999999999,0,0.192,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2013,23:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,15.4,12.6,83,98624,0,0,355,0,0,0,0,0,0,0,216,1,8,8,8000,1200,9,'999999999,0,0.192,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2013,24:00:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,14.5,12.2,86,98618,0,0,350,0,0,0,0,0,0,0,349,1,8,8,8000,1200,9,'999999999,0,0.192,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2013,1:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,13.5,11.8,90,98613,0,0,352,0,0,0,0,0,0,0,105,1,9,9,8000,1200,9,'999999999,0,0.193,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2013,2:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9*9?9*9?9*9*9*9*9,12.6,11.5,93,98607,0,0,328,0,0,0,0,0,0,0,242,1,5,5,8000,1200,9,'999999999,0,0.193,0,88,0.6,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2013,3:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,12.9,11.8,93,98599,0,0,359,0,0,0,0,0,0,0,213,1,10,10,8000,1200,9,'999999999,0,0.193,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2013,4:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,13.2,12.2,93,98591,0,0,361,0,0,0,0,0,0,0,147,1,10,10,8000,1200,9,'999999999,0,0.193,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2013,5:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9*9*9,13.5,12.5,94,98583,12,77,353,1,0,1,125,0,126,52,250,1,9,9,8000,1110,0,'919999999,0,0.193,0,88,0.6,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2013,6:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,13.6,12.5,93,98584,241,1335,363,36,0,36,3515,0,3541,1395,6,1,10,10,8000,1110,9,'999999999,0,0.193,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2013,7:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,13.7,12.5,92,98584,474,1335,354,116,0,116,11512,0,11606,4478,247,1,9,9,8000,1110,9,'999999999,0,0.193,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2013,8:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9*9?9*9?9*9*9*9*9,13.8,12.5,92,98585,696,1335,334,416,378,219,46759,28676,24747,8634,5,1,5,5,8000,1110,0,'919999999,0,0.193,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2013,9:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9*9,16.5,12.9,79,98621,892,1335,345,606,643,176,71659,42999,20958,8381,20,1,4,4,8000,1110,0,'919999999,0,0.193,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2013,10:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9*9,18.6,15.3,81,98615,1048,1335,355,760,769,156,92713,46903,19152,8004,340,1,3,3,8000,1110,0,'919999999,0,0.193,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2013,11:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9*9,20.8,14.4,67,98618,1153,1335,356,870,802,177,106782,50325,21784,9045,340,1,1,1,8000,1110,0,'919999999,0,0.193,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2013,12:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9*9,24,13.9,53,98579,1201,1335,383,886,731,227,107416,49310,27743,11286,340,1,4,4,8000,1110,0,'919999999,0,0.193,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2013,13:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9*9,23.8,13.8,54,98568,1188,1335,385,841,627,283,100188,45805,33910,13425,20,2,5,5,8000,1110,0,'019999999,0,0.193,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2013,14:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9*9*9,24.9,13.9,50,98574,1116,1335,391,777,644,239,92827,45067,28723,11600,360,1,5,5,8000,1200,0,'019999999,0,0.193,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2013,15:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9*9,26,12.3,43,98581,988,1335,395,667,580,238,78324,42571,28086,11110,180,4,5,5,8000,1200,0,'019999999,0,0.193,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2013,16:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9*9,26.5,10.2,36,98574,814,1335,392,538,632,153,63666,41863,18140,7162,200,11,4,4,8000,1200,0,'019999999,0,0.193,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2013,17:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9*9,26.3,10.4,37,98573,605,1335,391,355,383,182,39840,27414,20478,7001,200,9,4,4,8000,1200,0,'019999999,0,0.193,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2013,18:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9*9*9,23.8,9,39,98735,376,1335,393,120,29,112,13243,1498,12381,3871,200,8,8,8,8000,1200,0,'019999999,0,0.193,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2013,19:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9*9*9,17.2,10.9,66,98920,143,1335,349,33,0,33,3176,0,3198,1110,250,3,5,5,8000,1200,0,'019999999,0,0.193,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2013,20:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9*9*9,16.9,11.1,69,98977,0,860,351,0,0,0,0,0,0,0,250,2,6,6,8000,990,0,'019999999,0,0.193,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2013,21:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,16.1,10.6,70,99037,0,0,346,0,0,0,0,0,0,0,136,1.9,6,6,8000,990,9,'999999999,0,0.193,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2013,22:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,15.3,10.2,71,99097,0,0,342,0,0,0,0,0,0,0,142,1.8,6,6,8000,990,9,'999999999,0,0.193,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2013,23:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,14.5,9.7,73,99156,0,0,338,0,0,0,0,0,0,0,244,1.8,6,6,8000,990,9,'999999999,0,0.193,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2013,24:00:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,13.7,9.2,74,99216,0,0,333,0,0,0,0,0,0,0,48,1.7,6,6,8000,990,9,'999999999,0,0.193,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2013,1:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,12.9,8.7,76,99275,0,0,333,0,0,0,0,0,0,0,359,1.6,7,7,8000,990,9,'999999999,0,0.194,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2013,2:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,12.1,8.2,77,99335,0,0,329,0,0,0,0,0,0,0,153,1.5,7,7,8000,990,9,'999999999,0,0.194,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2013,3:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,12.5,8.5,76,99392,0,0,331,0,0,0,0,0,0,0,69,1.4,7,7,8000,990,9,'999999999,0,0.194,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2013,4:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,13,8.7,75,99450,0,0,333,0,0,0,0,0,0,0,118,1.3,7,7,8000,990,9,'999999999,0,0.194,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2013,5:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,13.4,8.9,74,99508,16,102,332,3,0,3,273,0,274,108,239,1.2,6,6,8000,990,9,'999999999,0,0.194,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2013,6:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,13.6,8.8,72,99574,244,1335,332,77,49,68,8437,1148,7480,2251,258,1.2,6,6,8000,990,9,'999999999,0,0.194,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2013,7:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,13.9,8.6,71,99640,477,1335,334,228,248,139,25440,15550,15612,5114,11,1.1,6,6,8000,990,9,'999999999,0,0.194,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2013,8:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9*9,14.1,8.5,69,99706,699,1335,334,395,357,208,44681,27311,23639,8362,200,1,6,6,8000,990,9,'999999999,0,0.194,0,88,0.6,0.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2013,9:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9*9,18.1,6.4,46,99721,894,1335,335,634,676,182,75172,48228,21640,8603,200,2,1,1,8000,990,9,'999999999,0,0.194,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2013,10:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9*9,21.1,4.9,35,99710,1050,1335,352,781,783,165,95459,53483,20291,8408,250,8,2,2,8000,990,9,'999999999,0,0.194,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2013,11:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9*9,21.6,6.2,37,99723,1155,1335,362,853,743,210,103873,52795,25711,10494,250,6,4,4,8000,990,9,'999999999,0,0.194,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2013,12:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9*9,21.6,5.8,36,99723,1203,1335,359,917,838,162,114544,55252,20309,8424,290,1,3,3,8000,990,9,'999999999,0,0.194,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2013,13:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9*9,24.2,6,31,99719,1190,1335,372,905,833,162,112816,54977,20282,8417,270,9,3,3,8000,990,9,'999999999,0,0.194,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2013,14:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9*9,24.4,5.6,30,99740,1118,1335,368,845,832,148,105037,54518,18496,7723,290,6,2,2,8000,990,9,'999999999,0,0.194,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2013,15:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9*9,25,6,30,99724,990,1335,376,716,746,163,86862,50902,19894,8184,270,7,3,3,8000,990,9,'999999999,0,0.194,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2013,16:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9*9,26.1,5.8,27,99691,816,1335,381,555,634,167,65394,44724,19781,7723,250,6,3,3,8000,990,9,'999999999,0,0.194,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2013,17:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9*9,26.4,7.6,30,99654,608,1335,385,366,491,143,42014,32362,16434,5926,270,3,3,3,8000,990,9,'999999999,0,0.194,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2013,18:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9*9,25.8,7.4,31,99640,380,1335,381,179,274,101,19954,13415,11292,3641,320,5,3,3,8000,990,9,'999999999,0,0.194,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2013,19:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9*9,24.6,7.7,34,99624,147,1335,376,36,9,35,4044,0,3943,1183,360,3,3,3,8000,990,9,'999999999,0,0.194,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2013,20:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9*9,23.6,7.6,36,99618,0,884,371,0,0,0,0,0,0,0,20,1,3,3,8000,990,9,'999999999,0,0.194,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2013,21:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,21.6,7.9,41,99618,0,0,353,0,0,0,0,0,0,0,198,1,1,1,8000,990,9,'999999999,0,0.194,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2013,22:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,19.6,8.1,47,99619,0,0,348,0,0,0,0,0,0,0,25,1,2,2,8000,990,9,'999999999,0,0.194,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2013,23:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,17.6,8.4,55,99620,0,0,342,0,0,0,0,0,0,0,358,1,3,3,8000,990,9,'999999999,0,0.194,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2013,24:00:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,15.7,8.7,63,99620,0,0,339,0,0,0,0,0,0,0,121,1,5,5,8000,990,9,'999999999,0,0.194,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2013,1:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,13.7,8.9,73,99621,0,0,333,0,0,0,0,0,0,0,205,1,6,6,8000,990,9,'999999999,0,0.195,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2013,2:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9*9,11.7,9.2,85,99622,0,0,316,0,0,0,0,0,0,0,290,1,3,3,8000,990,9,'999999999,0,0.195,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
