145420,Banja Luka_SR_BIH_ISD,BIH,44.783,17.217,1,156,,"This is a manually created file for MSWH. Zeros are used for values that were not present in the original TMYx data, or are not needed by the MSWH code.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date (MM/DD/YYYY),Time (HH:MM),ETR (W/m^2),ETRN (W/m^2),GHI (W/m^2),GHI source,GHI uncert (%),DNI (W/m^2),DNI source,DNI uncert (%),DHI (W/m^2),DHI source,DHI uncert (%),GH illum (lx),GH illum source,Global illum uncert (%),DN illum (lx),DN illum source,DN illum uncert (%),DH illum (lx),DH illum source,DH illum uncert (%),Zenith lum (cd/m^2),Zenith lum source,Zenith lum uncert (%),TotCld (tenths),TotCld source,TotCld uncert (code),OpqCld (tenths),OpqCld source,OpqCld uncert (code),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Atmospheric Pressure {Pa},Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code),Hvis (m),Hvis source,Hvis uncert (code),CeilHgt (m),CeilHgt source,CeilHgt uncert (code),Pwat (cm),Pwat source,Pwat uncert (code),AOD (unitless),AOD source,AOD uncert (code),Alb (unitless),Alb source,Alb uncert (code),Lprecip depth (mm),Lprecip quantity (hr),Lprecip source,Lprecip uncert (code)
01/01/05,01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0.1,0,0,95,0,0,99122,0,0,237,0,0,0,0,0,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/05,02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8,0,0,-2.2,0,0,97,0,0,100971,0,0,59,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/05,03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9,0,0,-2.3,0,0,97,0,0,100930,0,0,116,0,0,0.3,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/05,04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.1,0,0,-2.4,0,0,97,0,0,100890,0,0,86,0,0,0.7,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/05,05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,-2.5,0,0,98,0,0,100850,0,0,290,0,0,1,0,0,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/05,06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4,0,0,-2.6,0,0,98,0,0,100849,0,0,185,0,0,0.7,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/05,07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5,0,0,-2.8,0,0,98,0,0,100848,0,0,33,0,0,0.3,0,0,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/05,08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3107,0,0,0,0,0,0,0,0,0,0,0,-2.7,0,0,-2.9,0,0,98,0,0,100846,0,0,13,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/05,09:00,189,1298,24,0,0,0,0,0,24,0,0,2324,0,0,0,0,0,9145,0,0,0,0,0,0,0,0,0,0,0,-1.9,0,0,-2.2,0,0,98,0,0,100862,0,0,145,0,0,0.3,0,0,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/05,10:00,355,1415,61,0,0,0,0,0,61,0,0,6008,0,0,0,0,0,11427,0,0,0,0,0,0,0,0,0,0,0,-1.2,0,0,-1.6,0,0,97,0,0,100877,0,0,353,0,0,0.7,0,0,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/05,11:00,470,1415,90,0,0,0,0,0,90,0,0,8988,0,0,0,0,0,14333,0,0,0,0,0,0,0,0,0,0,0,-0.4,0,0,-0.9,0,0,96,0,0,100893,0,0,290,0,0,1,0,0,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/05,12:00,527,1415,140,0,0,2,0,0,140,0,0,15784,0,0,131,0,0,13384,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,-0.4,0,0,93,0,0,100880,0,0,339,0,0,1,0,0,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/05,13:00,521,1415,159,0,0,27,0,0,150,0,0,17785,0,0,1826,0,0,13334,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0.1,0,0,91,0,0,100867,0,0,285,0,0,1,0,0,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/05,14:00,453,1415,85,0,0,0,0,0,85,0,0,8508,0,0,0,0,0,11831,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0.6,0,0,88,0,0,100854,0,0,160,0,0,1,0,0,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/05,15:00,328,1415,103,0,0,36,0,0,94,0,0,11301,0,0,1615,0,0,15506,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0.7,0,0,87,0,0,100844,0,0,92,0,0,1,0,0,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/05,16:00,153,1415,34,0,0,0,0,0,34,0,0,3317,0,0,0,0,0,12644,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0.8,0,0,86,0,0,100834,0,0,150,0,0,1,0,0,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/05,17:00,0,1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2239,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0.9,0,0,86,0,0,100824,0,0,10,0,0,1,0,0,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/05,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,1,0,0,85,0,0,100814,0,0,21,0,0,1,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/05,19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,1.1,0,0,84,0,0,100804,0,0,104,0,0,1,0,0,9700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/05,20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,1.2,0,0,84,0,0,100794,0,0,340,0,0,1,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/05,21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,1.2,0,0,85,0,0,100776,0,0,274,0,0,0.7,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/05,22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,1.2,0,0,86,0,0,100759,0,0,120,0,0,0.3,0,0,9700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/05,23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,1.2,0,0,87,0,0,100741,0,0,166,0,0,0,0,0,12900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/05,00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0.5,0,0,89,0,0,101054,0,0,209,0,0,0.3,0,0,14500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/05,01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.2,0,0,91,0,0,101367,0,0,192,0,0,0.7,0,0,14500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/05,02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,1.2,0,0,79,0,0,100525,0,0,339,0,0,0,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/05,03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0.4,0,0,84,0,0,100552,0,0,27,0,0,0.3,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/05,04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.4,0,0,90,0,0,100579,0,0,123,0,0,0.7,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/05,05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,0,0,-1.2,0,0,96,0,0,100606,0,0,290,0,0,1,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/05,06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,0,0,-1.2,0,0,96,0,0,100551,0,0,273,0,0,1,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/05,07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0,0,-1.2,0,0,95,0,0,100495,0,0,359,0,0,1,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/05,08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,-0.6,0,0,-1.2,0,0,95,0,0,100440,0,0,360,0,0,1,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/05,09:00,189,1297,34,0,0,0,0,0,34,0,0,3363,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,-0.7,0,0,92,0,0,100431,0,0,345,0,0,0.7,0,0,-9900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/05,10:00,355,1415,100,0,0,9,0,0,97,0,0,11035,0,0,432,0,0,113,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,-0.1,0,0,90,0,0,100421,0,0,238,0,0,0.3,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/05,11:00,471,1415,250,0,0,338,0,0,137,0,0,27759,0,0,21821,0,0,136,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0.4,0,0,87,0,0,100412,0,0,3,0,0,0,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/05,12:00,529,1415,284,0,0,332,0,0,159,0,0,31535,0,0,23545,0,0,165,0,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0.9,0,0,74,0,0,100382,0,0,308,0,0,0.3,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/05,13:00,523,1415,313,0,0,492,0,0,131,0,0,35350,0,0,31551,0,0,168,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1.5,0,0,63,0,0,100352,0,0,241,0,0,0.7,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/05,14:00,456,1415,238,0,0,402,0,0,108,0,0,26846,0,0,22550,0,0,134,0,0,0,0,0,0,0,0,0,0,0,10.8,0,0,2,0,0,54,0,0,100322,0,0,250,0,0,1,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/05,15:00,331,1415,171,0,0,418,0,0,73,0,0,19214,0,0,15288,0,0,129,0,0,0,0,0,0,0,0,0,0,0,10.5,0,0,2,0,0,55,0,0,100258,0,0,193,0,0,1.3,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/05,16:00,157,1415,55,0,0,145,0,0,39,0,0,6112,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,10.3,0,0,2,0,0,56,0,0,100194,0,0,47,0,0,1.7,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/05,17:00,0,1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,57,0,0,100131,0,0,230,0,0,2,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/05,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,0,0,1.9,0,0,66,0,0,100130,0,0,57,0,0,1.7,0,0,12900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/05,19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,0,1.9,0,0,75,0,0,100129,0,0,329,0,0,1.3,0,0,14500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/05,20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,1.8,0,0,87,0,0,100128,0,0,290,0,0,1,0,0,12900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/05,21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,1.9,0,0,87,0,0,100180,0,0,45,0,0,1,0,0,11300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/05,22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,1.9,0,0,88,0,0,100232,0,0,149,0,0,1,0,0,14500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/05,23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,2,0,0,89,0,0,100284,0,0,90,0,0,1,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/05,00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,1.1,0,0,86,0,0,100683,0,0,52,0,0,1,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/05,01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0.3,0,0,84,0,0,101081,0,0,185,0,0,1,0,0,-9900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/05,02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,90,0,0,101141,0,0,113,0,0,1.5,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/05,03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0.2,0,0,91,0,0,101030,0,0,142,0,0,1.7,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/05,04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0.4,0,0,92,0,0,100920,0,0,85,0,0,1.8,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/05,05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0.6,0,0,92,0,0,100810,0,0,160,0,0,2,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/05,06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0.7,0,0,93,0,0,100862,0,0,48,0,0,1.7,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/05,07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0.8,0,0,94,0,0,100914,0,0,135,0,0,1.3,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/05,08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0.9,0,0,95,0,0,100966,0,0,340,0,0,1,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/05,09:00,189,1298,24,0,0,0,0,0,24,0,0,2329,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,1.2,0,0,96,0,0,101020,0,0,146,0,0,1,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/05,10:00,356,1415,61,0,0,0,0,0,61,0,0,6020,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,1.5,0,0,96,0,0,101074,0,0,288,0,0,1,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/05,11:00,473,1415,250,0,0,321,0,0,143,0,0,27706,0,0,21061,0,0,116,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,1.8,0,0,96,0,0,101128,0,0,340,0,0,1,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/05,12:00,530,1415,253,0,0,242,0,0,162,0,0,28102,0,0,17287,0,0,123,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,1.4,0,0,80,0,0,101087,0,0,341,0,0,1,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/05,13:00,526,1415,306,0,0,431,0,0,146,0,0,34255,0,0,29168,0,0,144,0,0,0,0,0,0,0,0,0,0,0,6.6,0,0,1,0,0,67,0,0,101046,0,0,173,0,0,1,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/05,14:00,458,1415,241,0,0,354,0,0,126,0,0,26834,0,0,21658,0,0,167,0,0,0,0,0,0,0,0,0,0,0,8.8,0,0,0.6,0,0,56,0,0,101006,0,0,140,0,0,1,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/05,15:00,334,1415,174,0,0,361,0,0,89,0,0,19311,0,0,15612,0,0,126,0,0,0,0,0,0,0,0,0,0,0,8.6,0,0,-0.2,0,0,54,0,0,101008,0,0,17,0,0,1,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/05,16:00,160,1415,58,0,0,138,0,0,43,0,0,6394,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,8.4,0,0,-1.1,0,0,51,0,0,101010,0,0,232,0,0,1,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/05,17:00,0,1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,8.2,0,0,-1.9,0,0,48,0,0,101011,0,0,270,0,0,1,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/05,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,0,0,-1.7,0,0,58,0,0,101056,0,0,280,0,0,0.7,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/05,19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,-1.4,0,0,70,0,0,101101,0,0,157,0,0,0.3,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/05,20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,-1.2,0,0,85,0,0,101146,0,0,134,0,0,0,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/05,21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5,0,0,88,0,0,101174,0,0,69,0,0,0.3,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/05,22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,0,0,-1.9,0,0,91,0,0,101201,0,0,227,0,0,0.7,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/05,23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5,0,0,-2.2,0,0,94,0,0,101228,0,0,160,0,0,1,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/05,00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1,0,0,-2,0,0,93,0,0,101093,0,0,81,0,0,1,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/05,01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,0,0,-1.7,0,0,92,0,0,100959,0,0,50,0,0,1,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/05,02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,-2.5,0,0,96,0,0,101312,0,0,160,0,0,1,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/05,03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,-2.5,0,0,96,0,0,101312,0,0,159,0,0,1,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/05,04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,-2.5,0,0,96,0,0,101312,0,0,319,0,0,1,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/05,05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,-2.5,0,0,96,0,0,101312,0,0,250,0,0,1,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/05,06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,-2.5,0,0,96,0,0,101280,0,0,245,0,0,1,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/05,07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9,0,0,-2.5,0,0,95,0,0,101248,0,0,333,0,0,1,0,0,14500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/05,08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,-1.9,0,0,-2.5,0,0,95,0,0,101215,0,0,290,0,0,1,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/05,09:00,190,1299,56,0,0,42,0,0,51,0,0,6194,0,0,391,0,0,91,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,-3,0,0,81,0,0,101134,0,0,267,0,0,1,0,0,-9900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/05,10:00,357,1415,175,0,0,291,0,0,101,0,0,19347,0,0,14604,0,0,121,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-3.5,0,0,70,0,0,101053,0,0,348,0,0,1,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/05,11:00,474,1415,254,0,0,372,0,0,129,0,0,28388,0,0,23707,0,0,142,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,-4,0,0,60,0,0,100971,0,0,110,0,0,1,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/05,12:00,532,1415,327,0,0,572,0,0,111,0,0,37456,0,0,34874,0,0,149,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,-2.6,0,0,61,0,0,100896,0,0,70,0,0,1.7,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/05,13:00,528,1415,320,0,0,559,0,0,111,0,0,36708,0,0,33899,0,0,155,0,0,0,0,0,0,0,0,0,0,0,5.3,0,0,-1.3,0,0,62,0,0,100821,0,0,69,0,0,2.3,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/05,14:00,461,1415,243,0,0,356,0,0,127,0,0,27097,0,0,21969,0,0,119,0,0,0,0,0,0,0,0,0,0,0,6.7,0,0,0.1,0,0,63,0,0,100746,0,0,250,0,0,3,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/05,15:00,337,1415,167,0,0,332,0,0,88,0,0,18589,0,0,14255,0,0,135,0,0,0,0,0,0,0,0,0,0,0,7.2,0,0,1,0,0,65,0,0,100727,0,0,257,0,0,2.3,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/05,16:00,163,1415,56,0,0,95,0,0,45,0,0,6141,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,7.8,0,0,1.9,0,0,66,0,0,100708,0,0,39,0,0,1.7,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
